"Indicator","PUBLISH STATES","Year","WHO region","World Bank income group","Country","Display Value","Numeric","Low","High","Comments"
"Tuberculosis - new and relapse cases","Published","1993","Africa","Low-income","Mozambique","16588","16588","","",""
"Tuberculosis - new and relapse cases","Published","1994","Africa","Low-income","Mozambique","17158","17158","","",""
"Tuberculosis - new and relapse cases","Published","1995","Africa","Low-income","Mozambique","17882","17882","","",""
"Tuberculosis - new and relapse cases","Published","1996","Africa","Low-income","Mozambique","18443","18443","","",""
"Tuberculosis - new and relapse cases","Published","2001","Africa","Low-income","Mozambique","22098","22098","","",""
"Tuberculosis - new and relapse cases","Published","2002","Africa","Low-income","Mozambique","25544","25544","","",""
"Tuberculosis - new and relapse cases","Published","2003","Africa","Low-income","Mozambique","28602","28602","","",""
"Tuberculosis - new and relapse cases","Published","2004","Africa","Low-income","Mozambique","31150","31150","","",""
"Tuberculosis - new and relapse cases","Published","2010","Africa","Low-income","Mozambique","43558","43558","","",""
"Tuberculosis - new and relapse cases","Published","2011","Africa","Low-income","Mozambique","44627","44627","","",""
"Tuberculosis - new and relapse cases","Published","2012","Africa","Low-income","Mozambique","47741","47741","","",""
"Tuberculosis - new and relapse cases","Published","1995","Africa","Low-income","Mauritania","3849","3849","","",""
"Tuberculosis - new and relapse cases","Published","1996","Africa","Low-income","Mauritania","3837","3837","","",""
"Tuberculosis - new and relapse cases","Published","1997","Africa","Low-income","Mauritania","3788","3788","","",""
"Tuberculosis - new and relapse cases","Published","1998","Africa","Low-income","Mauritania","3617","3617","","",""
"Tuberculosis - new and relapse cases","Published","1999","Africa","Low-income","Mauritania","3649","3649","","",""
"Tuberculosis - new and relapse cases","Published","2007","Africa","Low-income","Mauritania","2969","2969","","",""
"Tuberculosis - new and relapse cases","Published","2008","Africa","Low-income","Mauritania","2698","2698","","",""
"Tuberculosis - new and relapse cases","Published","2009","Africa","Low-income","Mauritania","2640","2640","","",""
"Tuberculosis - new and relapse cases","Published","2010","Africa","Low-income","Mauritania","2461","2461","","",""
"Tuberculosis - new and relapse cases","Published","1994","Africa","Upper-middle-income","Mauritius","149","149","","",""
"Tuberculosis - new and relapse cases","Published","1995","Africa","Upper-middle-income","Mauritius","131","131","","",""
"Tuberculosis - new and relapse cases","Published","1996","Africa","Upper-middle-income","Mauritius","116","116","","",""
"Tuberculosis - new and relapse cases","Published","1997","Africa","Upper-middle-income","Mauritius","121","121","","",""
"Tuberculosis - new and relapse cases","Published","1998","Africa","Upper-middle-income","Mauritius","120","120","","",""
"Tuberculosis - new and relapse cases","Published","2003","Africa","Upper-middle-income","Mauritius","137","137","","",""
"Tuberculosis - new and relapse cases","Published","2004","Africa","Upper-middle-income","Mauritius","137","137","","",""
"Tuberculosis - new and relapse cases","Published","2005","Africa","Upper-middle-income","Mauritius","125","125","","",""
"Tuberculosis - new and relapse cases","Published","2006","Africa","Upper-middle-income","Mauritius","114","114","","",""
"Tuberculosis - new and relapse cases","Published","2011","Africa","Upper-middle-income","Mauritius","114","114","","",""
"Tuberculosis - new and relapse cases","Published","2012","Africa","Upper-middle-income","Mauritius","128","128","","",""
"Tuberculosis - new and relapse cases","Published","1991","Africa","Low-income","Malawi","14743","14743","","",""
"Tuberculosis - new and relapse cases","Published","1992","Africa","Low-income","Malawi","14237","14237","","",""
"Tuberculosis - new and relapse cases","Published","1993","Africa","Low-income","Malawi","17105","17105","","",""
"Tuberculosis - new and relapse cases","Published","1994","Africa","Low-income","Malawi","19496","19496","","",""
"Tuberculosis - new and relapse cases","Published","1999","Africa","Low-income","Malawi","24396","24396","","",""
"Tuberculosis - new and relapse cases","Published","2000","Africa","Low-income","Malawi","23604","23604","","",""
"Tuberculosis - new and relapse cases","Published","2001","Africa","Low-income","Malawi","26094","26094","","",""
"Tuberculosis - new and relapse cases","Published","2002","Africa","Low-income","Malawi","24595","24595","","",""
"Tuberculosis - new and relapse cases","Published","2008","Africa","Low-income","Malawi","23929","23929","","",""
"Tuberculosis - new and relapse cases","Published","2009","Africa","Low-income","Malawi","22674","22674","","",""
"Tuberculosis - new and relapse cases","Published","2010","Africa","Low-income","Malawi","21092","21092","","",""
"Tuberculosis - new and relapse cases","Published","2011","Africa","Low-income","Malawi","19361","19361","","",""
"Tuberculosis - new and relapse cases","Published","1990","Africa","Upper-middle-income","Namibia","2671","2671","","",""
"Tuberculosis - new and relapse cases","Published","1991","Africa","Upper-middle-income","Namibia","2500","2500","","",""
"Tuberculosis - new and relapse cases","Published","1997","Africa","Upper-middle-income","Namibia","9947","9947","","",""
"Tuberculosis - new and relapse cases","Published","1998","Africa","Upper-middle-income","Namibia","11147","11147","","",""
"Tuberculosis - new and relapse cases","Published","1999","Africa","Upper-middle-income","Namibia","10035","10035","","",""
"Tuberculosis - new and relapse cases","Published","2000","Africa","Upper-middle-income","Namibia","10799","10799","","",""
"Tuberculosis - new and relapse cases","Published","2005","Africa","Upper-middle-income","Namibia","14920","14920","","",""
"Tuberculosis - new and relapse cases","Published","2006","Africa","Upper-middle-income","Namibia","14673","14673","","",""
"Tuberculosis - new and relapse cases","Published","2007","Africa","Upper-middle-income","Namibia","13859","13859","","",""
"Tuberculosis - new and relapse cases","Published","2008","Africa","Upper-middle-income","Namibia","13440","13440","","",""
"Tuberculosis - new and relapse cases","Published","1990","Africa","Low-income","Niger","5200","5200","","",""
"Tuberculosis - new and relapse cases","Published","1998","Africa","Low-income","Niger","5046","5046","","",""
"Tuberculosis - new and relapse cases","Published","1999","Africa","Low-income","Niger","3900","3900","","",""
"Tuberculosis - new and relapse cases","Published","2000","Africa","Low-income","Niger","4701","4701","","",""
"Tuberculosis - new and relapse cases","Published","2001","Africa","Low-income","Niger","5115","5115","","",""
"Tuberculosis - new and relapse cases","Published","2006","Africa","Low-income","Niger","8474","8474","","",""
"Tuberculosis - new and relapse cases","Published","2007","Africa","Low-income","Niger","9276","9276","","",""
"Tuberculosis - new and relapse cases","Published","2008","Africa","Low-income","Niger","9209","9209","","",""
"Tuberculosis - new and relapse cases","Published","2009","Africa","Low-income","Niger","10021","10021","","",""
"Tuberculosis - new and relapse cases","Published","2010","Africa","Low-income","Niger","10130","10130","","",""
"Tuberculosis - new and relapse cases","Published","1990","Africa","Lower-middle-income","Nigeria","20122","20122","","",""
"Tuberculosis - new and relapse cases","Published","1991","Africa","Lower-middle-income","Nigeria","19626","19626","","",""
"Tuberculosis - new and relapse cases","Published","1992","Africa","Lower-middle-income","Nigeria","14802","14802","","",""
"Tuberculosis - new and relapse cases","Published","1993","Africa","Lower-middle-income","Nigeria","11601","11601","","",""
"Tuberculosis - new and relapse cases","Published","1998","Africa","Lower-middle-income","Nigeria","20249","20249","","",""
"Tuberculosis - new and relapse cases","Published","1999","Africa","Lower-middle-income","Nigeria","24157","24157","","",""
"Tuberculosis - new and relapse cases","Published","2000","Africa","Lower-middle-income","Nigeria","25821","25821","","",""
"Tuberculosis - new and relapse cases","Published","2001","Africa","Lower-middle-income","Nigeria","45842","45842","","",""
"Tuberculosis - new and relapse cases","Published","2006","Africa","Lower-middle-income","Nigeria","70734","70734","","",""
"Tuberculosis - new and relapse cases","Published","2007","Africa","Lower-middle-income","Nigeria","82417","82417","","",""
"Tuberculosis - new and relapse cases","Published","2008","Africa","Lower-middle-income","Nigeria","85674","85674","","",""
"Tuberculosis - new and relapse cases","Published","2009","Africa","Lower-middle-income","Nigeria","88589","88589","","",""
"Tuberculosis - new and relapse cases","Published","2010","Africa","Lower-middle-income","Nigeria","84121","84121","","",""
"Tuberculosis - new and relapse cases","Published","1997","Africa","Low-income","Rwanda","4710","4710","","",""
"Tuberculosis - new and relapse cases","Published","1998","Africa","Low-income","Rwanda","6112","6112","","",""
"Tuberculosis - new and relapse cases","Published","1999","Africa","Low-income","Rwanda","6483","6483","","",""
"Tuberculosis - new and relapse cases","Published","2000","Africa","Low-income","Rwanda","6093","6093","","",""
"Tuberculosis - new and relapse cases","Published","2006","Africa","Low-income","Rwanda","8117","8117","","",""
"Tuberculosis - new and relapse cases","Published","2007","Africa","Low-income","Rwanda","7869","7869","","",""
"Tuberculosis - new and relapse cases","Published","2008","Africa","Low-income","Rwanda","7689","7689","","",""
"Tuberculosis - new and relapse cases","Published","2009","Africa","Low-income","Rwanda","7415","7415","","",""
"Tuberculosis - new and relapse cases","Published","1991","Africa","Low-income","Senegal","6781","6781","","",""
"Tuberculosis - new and relapse cases","Published","1992","Africa","Low-income","Senegal","7408","7408","","",""
"Tuberculosis - new and relapse cases","Published","1993","Africa","Low-income","Senegal","6841","6841","","",""
"Tuberculosis - new and relapse cases","Published","1994","Africa","Low-income","Senegal","6913","6913","","",""
"Tuberculosis - new and relapse cases","Published","1999","Africa","Low-income","Senegal","7488","7488","","",""
"Tuberculosis - new and relapse cases","Published","2000","Africa","Low-income","Senegal","8508","8508","","",""
"Tuberculosis - new and relapse cases","Published","2001","Africa","Low-income","Senegal","8554","8554","","",""
"Tuberculosis - new and relapse cases","Published","2002","Africa","Low-income","Senegal","8366","8366","","",""
"Tuberculosis - new and relapse cases","Published","2007","Africa","Low-income","Senegal","10297","10297","","",""
"Tuberculosis - new and relapse cases","Published","2008","Africa","Low-income","Senegal","11040","11040","","",""
"Tuberculosis - new and relapse cases","Published","2009","Africa","Low-income","Senegal","11139","11139","","",""
"Tuberculosis - new and relapse cases","Published","2010","Africa","Low-income","Senegal","11061","11061","","",""
"Tuberculosis - new and relapse cases","Published","2011","Africa","Low-income","Senegal","11022","11022","","",""
